Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys
303040,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=303040&database=RX&origin=ReaxysOutput&ln=,(138 of 518),10,66,full reaction; has preparation,(+)-alpha-pinene,limonene.,319348,CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,145 - 150,,,,,,,,,,d-limonene,,,,,,benzoic acid,,,"Article; Delepine; Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences; vol. 178; (1924); p. 2088; Bulletin de la Societe Chimique de France; vol. &lt;4&gt; 35; (1924); p. 1467,1475;; ; Article; Delepine; Bulletin de la Societe Chimique de France; vol. &lt;4&gt; 35; (1924); p. 1467,1481;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1536413;1680000&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
303040,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=303040&database=RX&origin=ReaxysOutput&ln=,(138 of 518),10,66,full reaction; has preparation,(+)-alpha-pinene,limonene.,319348,CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,,,,,,,,,,,d-limonene,,,,,,formic acid,,,Article; Reisman; Bulletin de la Societe Chimique de France; vol. &lt;4&gt; 41; (1927); p. 97;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1536200&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
303040,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=303040&database=RX&origin=ReaxysOutput&ln=,(138 of 518),10,66,full reaction; has preparation,(+)-alpha-pinene,limonene.,319348,CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,120,,,,,,,,,,d-limonene,,,,,,"2,4,6-trinitrotoluene; benzene",,,Article; Delepine; Adida; Bulletin de la Societe Chimique de France; vol. &lt;4&gt; 39; (1926); p. 787;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1538432&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
303040,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=303040&database=RX&origin=ReaxysOutput&ln=,(138 of 518),10,66,full reaction; has preparation,(+)-alpha-pinene,limonene.,319348,CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC(=C)C1CCC(C)=CC1,Chemical behaviour,,,,1,,,,,,,120,,,,Activation energy,,,,,,,,,,,,,ethanol,Article; Chibiryaev; Yermakova; Kozhevnikov; Sal'nikova; Anikeev; Russian Chemical Bulletin; vol. 56; 6; (2007); p. 1234 - 1238;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=7177700&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
304302,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=304302&database=RX&origin=ReaxysOutput&ln=,(139 of 518),1,66,full reaction; has preparation,4R-alpha-terpineol,limonene.,174934,CC1=CC[C@@H](CC1)C(C)(C)O>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,200,,,,,,,,,,,,,,,,pyrographite,,,"Article; Kimura; Bulletin of the Chemical Society of Japan; vol. 10; (1935); p. 330,333;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1550731&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
348104,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=348104&database=RX&origin=ReaxysOutput&ln=,(140 of 518),1,66,full reaction; has preparation,(-)-(S)-alpha-terpineol,limonene.,174934,CC1=CC[C@H](CC1)C(C)(C)O>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,200,,,,,,,,,,,,,,,,pyrographite,,,"Article; Kimura; Bulletin of the Chemical Society of Japan; vol. 10; (1935); p. 330,333;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1550731&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
3915465,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=3915465&database=RX&origin=ReaxysOutput&ln=,(141 of 518),2,66,full reaction; has preparation,isoprene,"1-methyl-5-(1-methylethenyl)cyclohexene; tricyclo<8.2.0.04,7>dodeca-1(10),4(7)-diene; 4-methylbicyclo<6.2.0>deca-1(8),4-diene; limonene.",91769; 136829; 207914; 211041,CC(=C)C=C>>CC(=C)C1CCC=C(C)C1.C1CC2=C1CCC1=C(CC1)CC2.C\C1=C\CCC2=C(CC2)CC1.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,4,100,,,,,,,,,,Further byproducts given,"tricyclo<8.2.0.04,7>dodeca-1(10),4(7)-diene; 4-methylbicyclo<6.2.0>deca-1(8),4-diene; limonene.",2 percent Turnov.; 25 percent Turnov.; 30 percent Turnov.,,,,"triphenyl phosphite; bis(acetylacetonate)nickel(II); 1,2-dimethylenecyclobutane; triethylaluminum",,toluene,"Article; Dzhemilev, U.M.; Khusnutdinov, R.I.; Shchadneva, N.A.; Khalilov, L.M.; Tolstikov, G.A.; Nefedov, O.M.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 33; 10; (1984); p. 2094 - 2099; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; 10; (1984); p. 2294 - 2299;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5797741&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
3915465,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=3915465&database=RX&origin=ReaxysOutput&ln=,(141 of 518),2,66,full reaction; has preparation,isoprene,"1-methyl-5-(1-methylethenyl)cyclohexene; tricyclo<8.2.0.04,7>dodeca-1(10),4(7)-diene; 4-methylbicyclo<6.2.0>deca-1(8),4-diene; limonene.",91769; 136829; 207914; 211041,CC(=C)C=C>>CC(=C)C1CCC=C(C)C1.C1CC2=C1CCC1=C(CC1)CC2.C\C1=C\CCC2=C(CC2)CC1.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,4,100,,,,,,,,,,Further byproducts given,"1-methyl-5-(1-methylethenyl)cyclohexene; tricyclo<8.2.0.04,7>dodeca-1(10),4(7)-diene; 4-methylbicyclo<6.2.0>deca-1(8),4-diene",30 percent Turnov.; 2 percent Turnov.; 25 percent Turnov.,,,,"triphenyl phosphite; bis(acetylacetonate)nickel(II); 1,2-dimethylenecyclobutane; triethylaluminum",,toluene,"Article; Dzhemilev, U.M.; Khusnutdinov, R.I.; Shchadneva, N.A.; Khalilov, L.M.; Tolstikov, G.A.; Nefedov, O.M.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 33; 10; (1984); p. 2094 - 2099; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; 10; (1984); p. 2294 - 2299;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5797741&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
9492820,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=9492820&database=RX&origin=ReaxysOutput&ln=,(142 of 518),1,66,full reaction; has preparation,alpha-pinene sulfate,Terpinolene; camphene; limonene.,116679; 319348; 319242,OS(O)(=O)=O.CC1=CCC2CC1C2(C)C>>C\C(C)=C1/CCC(C)=CC1.CC1(C)C2CCC(C2)C1=C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,2,150,2250.18,,,,,,,,,,,,,,,,mordenite,,Article; Bazhenov; Kas'yanova; Bokin; Kutepov; Khazipova; Travkin; Shchadneva; Khusnutdinov; Dzhemilev; Russian Journal of Applied Chemistry; vol. 76; 2; (2003); p. 234 - 237;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=6422383&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
20822628,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=20822628&database=RX&origin=ReaxysOutput&ln=,(143 of 518),2,66,full reaction; has multi-step,"(E/Z)-3,7-dimethyl-2,6-octadienal",limonene.,109829,C\C(C)=C/CCC(C)=CC=O>>CC(=C)C1CCC(C)=CC1,Multi-step reaction,,,,4,Reaction-ID:20822628-Steps:1888998;997492;1974523;3032986,2: 82 percent; 3: NaI / acetone / 1 h / 0 - 2 C; 4: triethylamine / hexane / 6 h / 25 C / Irradiation,,,,,,,,,,,,,,,,,,,,triethylamine; sodium iodide,,hexane; acetone,"Article; Saplay, K. M.; Damodaran, N. P.; Dev, Sukh; Tetrahedron; vol. 39; 48; (1983); p. 2999 - 3004;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5610237&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
20822628,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=20822628&database=RX&origin=ReaxysOutput&ln=,(143 of 518),2,66,full reaction; has multi-step,"(E/Z)-3,7-dimethyl-2,6-octadienal",limonene.,109829,C\C(C)=C/CCC(C)=CC=O>>CC(=C)C1CCC(C)=CC1,Multi-step reaction,,,,4,Reaction-ID:20822628-Steps:1888998;997523;1974605;2647023,2: 86 percent; 3: NaI / acetone / 1 h / 0 - 2 C; 4: triethylamine / hexane / 6 h / 25 C / Irradiation,,,,,,,,,,,,,,,,,,,,triethylamine; sodium iodide,,hexane; acetone,"Article; Saplay, K. M.; Damodaran, N. P.; Dev, Sukh; Tetrahedron; vol. 39; 48; (1983); p. 2999 - 3004;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5610237&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
20865887,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=20865887&database=RX&origin=ReaxysOutput&ln=,(144 of 518),2,66,full reaction; has multi-step,(Z)-neryl bromide,limonene.,109829,[H]\C(CBr)=C(/C)CC\C=C(/C)C>>CC(=C)C1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:20865887-Steps:1834818;2948727,"1: 50 percent / potassium tert-butoxide / propan-2-ol / 24 h / Ambient temperature; 2: diethyl ether / cyclization with different organoaluminium reagent; 1.) -78 deg C, 0.5 h, 2.) room temp., 10 h",,,,,,,,,,,,,,,,,,,,potassium tert-butylate,,diethyl ether; isopropyl alcohol,"Article; Sakane, Soichi; Fujiwara, Junya; Maruoka, Keiji; Yamamoto, Hisashi; Tetrahedron; vol. 42; 8; (1986); p. 2193 - 2202;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5604868&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
20865887,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=20865887&database=RX&origin=ReaxysOutput&ln=,(144 of 518),2,66,full reaction; has multi-step,(Z)-neryl bromide,limonene.,109829,[H]\C(CBr)=C(/C)CC\C=C(/C)C>>CC(=C)C1CCC(C)=CC1,Multi-step reaction,,,,2,Reaction-ID:20865887-Steps:3940210;3058359,"1: 1.) sodium hydride / 1.) THF, room temp., 30 min, 2.) HMPA, room temp., 1 day; 2: diethyl ether / cyclization with different organoaluminium reagent; 1.) -78 deg C, 0.5 h, 2.) room temp., 5 h",,,,,,,,,,,,,,,,,,,,sodium hydride,,diethyl ether,"Article; Sakane, Soichi; Fujiwara, Junya; Maruoka, Keiji; Yamamoto, Hisashi; Tetrahedron; vol. 42; 8; (1986); p. 2193 - 2202;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5604868&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
23400101,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=23400101&database=RX&origin=ReaxysOutput&ln=,(145 of 518),1,66,full reaction,"3-methylbutyric acid; 7-methyl-3-methene-1,6-octadiene; acetic acid","neryl acetate; 3,7-dimethyl-2E,6-octadien-1-yl acetate; neryl 3-methylbutanoate; (2E)-3,7-dimethyl-2,6-octadienyl-3-methylbutanoate; Isopulegol acetate; limonene.",208965; 167928,CC(C)CC(O)=O.C\C(C)=C/CCC(=C)C=C.CC(O)=O>>CC(=O)OC\C=C(\C)CC\C=C(/C)C.CC(=O)OC\C=C(/C)CC\C=C(/C)C.CC(C)CC(=O)OC\C=C(\C)CC\C=C(/C)C.CC(C)CC(=O)OC\C=C(/C)CC\C=C(/C)C.CC1CCC(C(C1)OC(C)=O)C(C)=C.CC(=C)C1CCC(C)=CC1,Chemical behaviour,V,,"Example V; Preparation of Geranyl/Neryl Esters by Treating Myrcene with a mixture of Alkanoic Acids; Using a procedure similar to that described in Example I, a mixture of 0.25 ml (200 mg, 1.47 mmoles) of myrcene, 1.00 ml of me, thoxybenzene (""anisole."" purchased from Fisher Scientific Co. ), 1.00 ml (9.2 mmoles) of isovaleric acid (purchased from Aldrich Chemcial Co., Milwaukee, Wisconsin), 3.00 ml (52. 4 mmoles) of glacial acetic acid, and 96 mg (1.17 mmoles) of anhydrous sodium acetate was heated at vigorous reflux (atmospheric pressure) for 18 hours. After cooling the mixture at room temperature, the product was isolated as described in the procedure of Example I. Most of the anisole (along with some of the""unreactd""myrcene) was removed at reduced-pressure (as low as 1 mmHg) over a period of approximately 40 minutes. The residual material (196 mg), which contained traces of anisole along with unreacted myrcene, was subjected to analysis by recording a proton NMR spectrum of this mixture (CDC13 solution, 400 bEz) and integrating the areas of signals arising from each of the components known to be in the mixture. This analysis indicated that the reaction proceeded more slowly in the presence of both a co-solvent and the less polar (vs. acetic acid) C-5 alkanoic acid, i. e. , approximately 8% conversion of myrcene to a 6 : 1 mixture of geranyl/neryl acetate : geranyl/heryl isovalerate. The latter ester was characterized by a doublet (J = 6.4 Hz) at 8 0. 94 tHC (CH3) 2, 6H's] and a doublet (J = 7. 6 Hz) at 6 4.59 (CH2O). Although the process was slow, by-products such as alpha-terpinyl esters and limonene (""dipentene"") were formed to a lesser extent in the less polar reaction mixture. Although the above experimental conditions result in the formation of two geranyl esters (geranyl acetate and geranyl isovalerate), if one intends to manufacture geraniol, and subsequently oxidize it to citral, such a mixture does not have to be separated. Both esters can be simultaneously hydrolyzed by water in the presence of a lipase. enzyme to yield geraniol and a mixture of water-soluble alkanoic acids",1,,,,,18,,760.051,,Heating / reflux,,Product distribution / selectivity,,,,Page/Page column 16-17,,,,,,,sodium acetate,,methoxybenzene,Patent; LOYOLA UNIVERSITY OF CHICAGO; WO2005/44774; (2005); A1;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=369940&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
27400584,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=27400584&database=RX&origin=ReaxysOutput&ln=,(146 of 518),1,66,full reaction; has preparation,lithium tetrachloropalladate(II); D-limonene,2C10H15(1-)*2Pd(2+)*2Cl(1-)=[(C10H15)PdCl]2,,[Li+].Cl[Pd](Cl)(Cl)Cl.CC(=C)C1CCC(C)=CC1>>[Cl-].[Pd++].[H][C@]1(C[CH-]C(C)=CC1)C(C)=C,Preparation,,,,1,,,,,,,,,,,,,,,,"org. compd. addn. to Pd-compd. and reagent soln., stirring (room temp., 2 h); extraction (hexane/Et2O), org.-phase washing (water), drying (MgSO4), solvent evapn. (vac., room temp.), heptane addn., cooling (-5°C)",,,,,,sodium acetate,,acetic acid,"Article; El Firdoussi, Larbi; Baqqa, Ahmed; Allaoud, Smail; Ait Allal, Badia; Karim, Abdallah; Castanet, Yves; Mortreux, Andre; Journal of Molecular Catalysis A: Chemical; vol. 135; 1; (1998); p. 11 - 22; (from Gmelin)",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8412778&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
28226327,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=28226327&database=RX&origin=ReaxysOutput&ln=,(147 of 518),1,66,full reaction,geranyl diphosphate,Beta-pinene; Pinene; Terpinolene; crithmene; limonene.,28009; 299280; 299280; 28009; 299280,C\C(C)=C/CC\C=C(/C)COP(O)(=O)OP(O)(O)=O>>CC1(C)C2CC1C(=C)CC2.CC1=CCC2CC1C2(C)C.C\C(C)=C1/CCC(C)=CC1.CC(C)C1=CCC(C)=CC1.CC(=C)C1CCC(C)=CC1,Chemical behaviour,,,,1,,,,,18,30,,7.0,,,Kinetics,Reagent/catalyst,,,supporting information; experimental part,,Beta-pinene; Pinene; Terpinolene; crithmene; limonene.,23 percent; 6 percent; 29 percent; 10 percent; 32 percent,23; 6; 29; 10; 32,,,"SCO7700 protein; sodium chloride; magnesium chloride; 2,2'-piperazine-1,4-diyl-bis-ethanesulfonic acid",,pentane,"Article; Wang, Chieh-Mei; Cane, David E.; Journal of the American Chemical Society; vol. 130; 28; (2008); p. 8908 - 8909;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8680939&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
30031406,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30031406&database=RX&origin=ReaxysOutput&ln=,(148 of 518),1,66,full reaction; has preparation,(+)-alpha-pinene,"(E,E)-2,6-dimethyl-2,4,6-octatriene; D-limonene; 4E,6Z-alloocimene",140216; 319348; 140216,CC1=CC[C@@H]2C[C@H]1C2(C)C>>C\C=C(C)\C=C\C=C(/C)C.CC(=C)[C@@H]1CCC(C)=CC1.C\C=C(C)/C=C/C=C(\C)C,Preparation,,,,1,,,,,0.0194444,326.84,159611,,Supercritical conditions,,,,,,scheme or table,,,,,,,,,ethanol,Article; Anikeev; Ermakova; Chibiryaev; Kozhevnikov; Kinetics and Catalysis; vol. 51; 2; (2010); p. 162 - 193;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8904240&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
32670994,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=32670994&database=RX&origin=ReaxysOutput&ln=,(149 of 518),1,66,full reaction; has preparation,(+)-alpha-pinene,4-methylisopropylbenzene; tricyclene; camphene; C12H20O2; (-)-(S)-limonene; alpha-fenchene; (1R)-(-)-myrtenyl acetate; bornyl acetate,122203; 321630; 29601; 263607; 319348; 116679; 37559; 14820,CC1=CC[C@@H]2C[C@H]1C2(C)C>>CC(C)C1=CC=C(C)C=C1.C[C@]12C3C[C@@H](CC13)C2(C)C.CC1(C)[C@H]2CC[C@H](C2)C1=C.CC(=O)O[C@@H]1[C@@H]2CC[C@@](C)(C2)C1(C)C.CC(=C)[C@H]1CCC(C)=CC1.CC1(C)[C@@H]2CC[C@H]1C(=C)C2.CC(=O)OCC1=CC[C@@H]2C[C@H]1C2(C)C.CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,Preparation,,,,1,,,,,,280,95006.4,,tubular reactor; Supercritical conditions,,,,,,experimental part,,,,,,,"Co(2,6-Me2C5H3N)2Br2; oxygen",,carbon dioxide; ethyl acetate,Article; Anikeev; Ilina; Kurbakova; Nefedov; Volcho; Salakhutdinov; Russian Journal of Physical Chemistry; vol. 86; 2; (2012); p. 190 - 195;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20086591&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
34423351,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=34423351&database=RX&origin=ReaxysOutput&ln=,(150 of 518),1,66,full reaction; has preparation,(+)-alpha-pinene,camphene; limonene.,319348; 132724,CC1=CC[C@@H]2C[C@H]1C2(C)C>>C[C@]12CC[C@](C)(C1)C(C)(C)C2=C.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,3,79.84,,,,,,,,Experimental part,,,,,,,,,,,"Conference Paper; Kitano, Tomoyuki; Okazaki, Shota; Shishido, Tetsuya; Teramura, Kentaro; Tanaka, Tsunehiro; Catalysis Today; vol. 192; 1; (2012); p. 189 - 196;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=33435852&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
538147,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=538147&database=RX&origin=ReaxysOutput&ln=,(151 of 518),1,65,full reaction; has preparation,"cis-4-hydroxy-alpha,alpha,4-trimethyl-cyclohexanemethanol, monohydrate",terpineol; limonene.,173157; 115250,[H]O[H].CC(C)(O)[C@H]1CC[C@@](C)(O)CC1>>CC1=CCC(CC1)C(C)(C)O.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,,200,,,bei der Destillation,,,,,,,dl-alpha-terpineol,,,,,,Japanese acid earth,,,Article; Ono; Bulletin of the Chemical Society of Japan; vol. 1; (1926); p. 250; Chemisches Zentralblatt; vol. 98; I; (1927); p. 1004;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1535859&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
1765690,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=1765690&database=RX&origin=ReaxysOutput&ln=,(152 of 518),1,65,full reaction; has preparation,"3,7-dimethylocta-1,6-dien-3-ol","Terpinolene; 2-(4-methylcyclohex-3-en-1-yl)propan-2-yl 2,2,2-trifluoroacetate; Trifluoro-acetic acid (E)-3,7-dimethyl-octa-2,6-dienyl ester; limonene.",38051; 59102; 169385; 116354,C\C(C)=C/CCC(C)(O)C=C>>C\C(C)=C1/CCC(C)=CC1.CC1=CCC(CC1)C(C)(C)OC(=O)C(F)(F)F.C\C(C)=C/CCC(C)=CCOC(=O)C(F)(F)F.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,0.333333,-70,,,,,,,,,,Yield given. Further byproducts given. Yields of byproduct given. Title compound not separated from byproducts,,,,,,dimethyl sulfoxide; trifluoroacetic anhydride,,dichloromethane,"Article; Surkova, A. A.; Lozanova, A. V.; Dragan, V. A.; Gur'yan, V. A.; Moiseenkov, A. M.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 40; 4.1; (1991); p. 760 - 762; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; 4; (1991); p. 862 - 865;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5601059&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
1889951,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=1889951&database=RX&origin=ReaxysOutput&ln=,(153 of 518),1,65,full reaction; has preparation,Nerol,"Terpinolene; 2-(4-methylcyclohex-3-en-1-yl)propan-2-yl 2,2,2-trifluoroacetate; Trifluoro-acetic acid (E)-3,7-dimethyl-octa-2,6-dienyl ester; limonene.",262790; 11035; 109829; 316683,C\C(C)=C/CC\C(C)=C/CO>>C\C(C)=C1/CCC(C)=CC1.CC1=CCC(CC1)C(C)(C)OC(=O)C(F)(F)F.C\C(C)=C/CCC(C)=CCOC(=O)C(F)(F)F.CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,0.333333,-70,,,,,,,,,,Yield given. Further byproducts given. Yields of byproduct given. Title compound not separated from byproducts,,,,,,dimethyl sulfoxide; trifluoroacetic anhydride,,dichloromethane,"Article; Surkova, A. A.; Lozanova, A. V.; Dragan, V. A.; Gur'yan, V. A.; Moiseenkov, A. M.; Bulletin of the Academy of Sciences of the USSR Division of Chemical Science; vol. 40; 4.1; (1991); p. 760 - 762; Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya; 4; (1991); p. 862 - 865;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5601059&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
2655339,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=2655339&database=RX&origin=ReaxysOutput&ln=,(154 of 518),1,65,full reaction; has preparation,(-)-carvyl acetate,limonene.,310622,CC(=C)C1CC=C(C)C(C1)OC(C)=O>>CC(=C)C1CCC(C)=CC1,Preparation,,,,1,,,,,8,,,,Heating,,,,,,,,limonene.,81 percent Chromat.,,,,samarium diiodide; isopropyl alcohol,,tetrahydrofuran,"Article; Tabuchi, Takanori; Inanaga, Junji; Yamaguchi, Masaru; Tetrahedron Letters; vol. 27; 5; (1986); p. 601 - 602;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5546679&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
4186944,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=4186944&database=RX&origin=ReaxysOutput&ln=,(155 of 518),1,65,full reaction; has preparation,Benzyl-methyl-[2-((R)-4-methyl-cyclohex-3-enyl)-propyl]-amine,D-limonene,176469,CC(CN(C)CC1=CC=CC=C1)[C@@H]1CCC(C)=CC1>>CC(=C)[C@@H]1CCC(C)=CC1,Preparation,,,,1,,,,,,,,,"1.) 25 deg C, 110 h, 2.) 150 deg C, 1 torr, 1 h",,,,,,,Yield given,,,,,,dihydrogen peroxide,,tert-butyl alcohol,"Article; Oliveira de, Denilson Ferreira; Kover, Warner Bruce; Tetrahedron Letters; vol. 36; 11; (1995); p. 1799 - 1802;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5952884&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
6075221,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=6075221&database=RX&origin=ReaxysOutput&ln=,(156 of 518),1,65,half reaction; has preparation,d-alpha-terpineol,limonene.,,>>CC(=C)C1CCC(C)=CC1,Preparation (half reaction),,,,1,,,,,,180,,,,,,,,,,d-limonene,,,,,,potassium hydrogensulfate,,,Article; Flavitzki; Chemische Berichte; vol. 20; (1887); p. 1960;; ; Article; Kremers; Chemisches Zentralblatt; vol. 80; I; (1909); p. 21;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1661572;1661573&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
