Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys
39503909,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=39503909&database=RX&origin=ReaxysOutput&ln=,(88 of 307),1,78,full reaction; has preparation,D-(+)-glucose,D-sorbitol,320191,[H]C1(O)OC([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,90,15001.5,,,,,Temperature,,Experimental part,,,,,,,,hydrogen,,neat (no solvent),"Article; Aho, Atte; Roggan, Stefan; Eraenen, Kari; Salmi, Tapio; Murzin, Dmitry Yu.; Catalysis science and technology; vol. 5; 2; (2015); p. 953 - 959;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=65212250&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
46518198,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=46518198&database=RX&origin=ReaxysOutput&ln=,(89 of 307),1,78,half reaction; has preparation,inulin,D-fructose; mannitol; D-sorbitol; Sucrose,,>>OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,Preparation,,,,1,,,,,4,89.84,15001.5,,,,,,,Experimental part,,,D-fructose; mannitol; D-sorbitol; Sucrose,8.5 percent; 40 percent; 39 percent; 5.5 percent,8.5; 40; 39; 5.5,,,hydrogen,,water,"Article; Deng, Weiping; Zhu, Enze; Liu, Mi; Zhang, Qinghong; Wang, Ye; RSC Advances; vol. 4; 81; (2014); p. 43131 - 43141;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=64836979&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
48288026,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=48288026&database=RX&origin=ReaxysOutput&ln=,(90 of 307),1,78,half reaction; has preparation,cellulose,"D-sorbitol; ethylene glycol; 1,2-dihydroxybutane",,>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OCCO.CCC(O)CO,Preparation,,,,1,,,,,0.833333,250,45004.5,,Autoclave,,,,,Experimental part,,,"D-sorbitol; ethylene glycol; 1,2-dihydroxybutane",5.7 percent; 27.4 percent; 7 percent,5.7; 27.4; 7,,,phosphotungstic acid; ruthenium-carbon composite; hydrogen,,water,"Article; Zhang, Kai; Wu, Shubin; Yang, He; Yin, Huimin; Li, Gang; RSC Advances; vol. 6; 81; (2016); p. 77499 - 77506;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74068727&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
51131808,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=51131808&database=RX&origin=ReaxysOutput&ln=,(91 of 307),1,78,full reaction; has preparation,D-Fructose,D-sorbitol; hydroxy-2-propanone,328051; 304120,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)C(=O)CO>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.CC(=O)CO,Preparation,,,,1,,,,,1,240,30003,,,,,,,Scheme or table,,,D-sorbitol; hydroxy-2-propanone,5.3 percent; 46.6 percent,5.3; 46.6,,,hydrogen,,water,"Article; Wang, Haiyong; Zhu, Changhui; Liu, Qiying; Tan, Jin; Wang, Chenguang; Liang, Zheng; Ma, Longlong; ChemSusChem; vol. 12; 10; (2019); p. 2154 - 2160;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=76209720&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
2664099,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=2664099&database=RX&origin=ReaxysOutput&ln=,(92 of 307),1,77,full reaction; has preparation,"(1R,2R)-1-((4S,5R)-5-Benzyloxymethyl-2,2-dimethyl-[1,3]dioxolan-4-yl)-propane-1,2,3-triol",D-sorbitol,98358,CC1(C)O[C@H](COCC2=CC=CC=C2)[C@@H](O1)[C@H](O)[C@H](O)CO>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,26,22,,,,,,,,,,,,,,,,Dowex 50X8-200; hydrogen,palladium on activated charcoal,methanol; water,"Article; Katsuki, T.; Lee, A. W. M.; Ma, P.; Martin, V. S.; Masamune, S.; et al.; Journal of Organic Chemistry; vol. 47; 7; (1982); p. 1373 - 1378;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=5569181&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
23228967,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=23228967&database=RX&origin=ReaxysOutput&ln=,(93 of 307),1,77,full reaction,D-Xylose; L-(+)-arabinose; D-glucose; D-Galactose,D-Arabitol; XYLITOL; D-sorbitol; D-galactitol,43893; 328494,O[C@@H]1COC(O)[C@H](O)[C@H]1O.O[C@H]1COC(O)[C@H](O)[C@H]1O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)C([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@@]([H])(O)[C@]([H])(O)CO,Chemical behaviour,6,,"EXAMPLE 6The procedure of example 4 was repeated except that the sugar containing 80 % xylose, 9 % arabinose, 5 % galactose, and 6 % glucose was used aes a reactant. After the reaction was conducted for 100 hours, the average purities of hydrogenated sugar alcohols were 79.8 %, 9.2 %, 5 %, and 5.9 % for xylitol, arabitol, galactitol, and sorbitol, respectively. Reactivity was not reduced even though the reaction was continuously performed for 1,000 hours or more.",1,,,,,100,60,36778.6,,,,Product distribution / selectivity,,,,Page/Page column 13-14,,,,,,,hydrogen,ruthenium chloride supported on zirconia (3 wtpercent of ruthenium) and calcined at 500 C (ruthenium dispersion 40percent; chlorine content 50 ppm),water,Patent; SK CORPORATION; WO2005/21475; (2005); A1;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=363464&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
28315722,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=28315722&database=RX&origin=ReaxysOutput&ln=,(94 of 307),1,77,full reaction; has preparation,Maltose,D-sorbitol; MALTITOL,320190; 127026,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]([H])(O)CO,Preparation,,,,1,,,,,4,119.84,22502.3,,,,,,,,body text,,,,,,,hydrogen; nickel,,water,"Article; Li, Hui; Chu, Dongsheng; Liu, Jun; Qiao, Minghua; Dai, Weilin; Li, Hexing; Advanced Synthesis and Catalysis; vol. 350; 6; (2008); p. 829 - 836;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8724279&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
30417451,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30417451&database=RX&origin=ReaxysOutput&ln=,(95 of 307),2,77,half reaction; has preparation,cellulose,D-sorbitol; L-mannitol,,>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)CO,Preparation,,,,1,,,,,18,189.84,,,Autoclave; Inert atmosphere,,,,,,supporting information; experimental part,,,,,,,ruthenium on carbon; isopropyl alcohol,,water,"Article; Kobayashi, Hirokazu; Matsuhashi, Hisateru; Komanoya, Tasuku; Hara, Kenji; Fukuoka, Atsushi; Chemical Communications; vol. 47; 8; (2011); p. 2366 - 2368;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9008347&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
30417451,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=30417451&database=RX&origin=ReaxysOutput&ln=,(95 of 307),2,77,half reaction; has preparation,cellulose,D-sorbitol; L-mannitol,,>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)CO,Preparation,,,,1,,,,,1,189.84,37503.8,,Autoclave,,,Reagent/catalyst; Time; Temperature,,Experimental part,,Overall yield = 93.5 %,,,,,,boron phosphate; ruthenium-carbon composite; hydrogen; silica gel,,water,"Article; Liu, Yong; Chen, Lungang; Wang, Tiejun; Xu, Ying; Zhang, Qi; Ma, Longlong; Liao, Yuhe; Shi, Ning; RSC Advances; vol. 4; 94; (2014); p. 52402 - 52409;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=64339360&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
40888039,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=40888039&database=RX&origin=ReaxysOutput&ln=,(96 of 307),1,77,full reaction; has preparation,"1,6-sorbitol-O-dicaffeic acid ester",D-sorbitol; caffeic acid,268787,O[C@@H](COC(=O)C=CC1=CC(O)=C(O)C=C1)[C@@H](O)[C@H](O)[C@H](O)COC(=O)C=CC1=CC(O)=C(O)C=C1>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OC(=O)C=CC1=CC(O)=C(O)C=C1,Preparation,,3.4. Alkaloid hydrolysis and sugar analysis of compounds 3,"Compound 3 (20 mg) was refluxed in 2 M KOH (0.5 ml) at 100 Cfor 1 h and neutralized with HCl. The neutralization solution wasthen partitioned by polyamide column chromatography and elutedwith MeOH to obtain caffeic acid (6 mg) and D-glucitol (5 mg), the NMR spectral data of which match the reference values.",1,,,,,1,100,,,,,,,,Experimental part,,,D-sorbitol; caffeic acid,6 mg; 5 mg,,,,potassium hydroxide,,,"Article; Li, Bin; Chen, Xiaotian; Wang, Zhangwei; Liu, Hongdong; Liu, Bo; Yu, Shishan; Lai, Xuewen; Xu, Xianghong; Hayashi, Toshimitsu; Phytochemistry Letters; vol. 13; (2015); p. 319 - 323;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=66768210&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
40939829,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=40939829&database=RX&origin=ReaxysOutput&ln=,(97 of 307),1,77,full reaction,beta-D-glucose,D-sorbitol; ethylene glycol,307375; 320191,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.OCCO,Chemical behaviour,,,"General procedure: In all experiments, tungstic acid (H2WO4, Sinopharm ChemicalReagent Co., Ltd.), cellobiose (J & K Chemical) and glucose (J& K Chemical) were used as received. Catalytic reactions ofglucose and cellobiose were performed in a semi-continuousstainless steel autoclave (Parr Instrument Company, 300 mL)equipped with sampling tube, stirring impeller, and temperatureand pressure control systems. In a typical reaction, 0.1 gH2WO4, 0.3 g Ru/C, and 90 mL water were put into the autoclave.The autoclave was flushed with H2 for five times and thensealed. The autoclave was then heated to the desired temperature,and 10 mL of an aqueous solution of glucose or cellobioseat a concentration of 1.63 molcarbon/L was fed in by a ShimadzuLC pump (LC-20A) at a flow rate of 10 mL/min. It took 1 min tofinish the feeding process. Then, pure H2 gas was charged inuntil a pressure of 6 MPa, and the reaction was started bystrong agitation at 1000 r/min, and this point was consideredas the initial time (t = 0). Samples were taken from the reactorat fixed time intervals for analysis. In all experiments, tungstic acid (H2WO4, Sinopharm ChemicalReagent Co., Ltd.), cellobiose (J & K Chemical) and glucose (J& K Chemical) were used as received. Catalytic reactions ofglucose and cellobiose were performed in a semi-continuousstainless steel autoclave (Parr Instrument Company, 300 mL)equipped with sampling tube, stirring impeller, and temperatureand pressure control systems. In a typical reaction, 0.1 gH2WO4, 0.3 g Ru/C, and 90 mL water were put into the autoclave.The autoclave was flushed with H2 for five times and thensealed. The autoclave was then heated to the desired temperature,and 10 mL of an aqueous solution of glucose or cellobioseat a concentration of 1.63 molcarbon/L was fed in by a ShimadzuLC pump (LC-20A) at a flow rate of 10 mL/min. It took 1 min tofinish the feeding process. Then, pure H2 gas was charged inuntil a pressure of 6 MPa, and the reaction was started bystrong agitation at 1000 r/min, and this point was consideredas the initial time (t = 0). Samples were taken from the reactorat fixed time intervals for analysis",1,,,,,6,159.84,45004.5,,Autoclave,,Catalytic behavior,,,Experimental part,,,,,,,,1% Pd/C; hydrogen; ortho-tungstic acid,,water,"Article; Zhang, Junying; Yang, Xiaofeng; Hou, Baolin; Wang, Aiqin; Li, Zhenlei; Wang, Hua; Zhang, Tao; Cuihua Xuebao/Chinese Journal of Catalysis; vol. 35; 11; (2014); p. 1811 - 1817;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=67098863&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
43852794,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=43852794&database=RX&origin=ReaxysOutput&ln=,(98 of 307),1,77,full reaction; has preparation,levoglucosan,propylene glycol; D-sorbitol,270375; 109997,O[C@@H]1[C@H]2CO[C@H](O2)[C@H](O)[C@H]1O>>CC(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,5,150,37503.8,,Autoclave,,,,,Scheme or table,,,,,,,,5 wt% ruthenium/carbon; water; hydrogen,,,"Article; Yin, Wang; Tang, Zhenchen; Venderbosch, Robertus Hendrikus; Zhang, Zheng; Cannilla, Catia; Bonura, Giuseppe; Frusteri, Francesco; Heeres, Hero Jan; ACS Catalysis; vol. 6; 7; (2016); p. 4411 - 4422;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=69198487&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204465,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204465&database=RX&origin=ReaxysOutput&ln=,(99 of 307),1,76,full reaction; has preparation,glucose,mannitol; D-sorbitol,328494; 328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO.[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,20,,,"durch elektrolytische Reduktion,bei pH>10 an einer Bleiamalgam-Kathode",,,,,,,,,,,,,sodium sulfate,,,"Article; Sugino; Hayashi; Nippon Kagaku Kaishi/Journal of the Chemical Society of Japan; vol. 65; (1944); p. 460; Chem.Abstr.; (1947); p. 3758;; ; Article; Taylor; vol. 44; (1937); p. 588; Chemisches Zentralblatt; vol. 109; I; (1938); p. 1659;; ; Article; Creighton; Transactions of the Electrochemical Society; vol. 75; p. 296,298,301; Chemisches Zentralblatt; vol. 110; I; (1939); p. 3798;; ; Patent; Atlas Powder Co.; US1990582; (1932);; ; Article; Parker; Swann; Transactions of the Electrochemical Society; vol. 92; (1947); p. 343; Chem.Abstr.; (1947); p. 7278;; ; Article; Killeffer; vol. 15; (1937); p. 489; Chemisches Zentralblatt; vol. 109; I; (1938); p. 1874;; ; Article; Creighton; vol. 26; (1942); p. 691; Chem.Abstr.; (1943); p. 1088;; ; Article; Wolfrom et al.; Journal of the American Chemical Society; vol. 68; (1946); p. 124,579;; ; Patent; Atlas Powder Co.; FR760507; (1933);",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371028;1371030;1371031;1371032;1371253;1371255;1371257;1371258;1371260&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,copper chromite; ethanol,,,"Article; Covert; Connor; Adkins; Journal of the American Chemical Society; vol. 54; (1932); p. 1651,1658;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1561289&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,sulfuric acid; nickel,,,Patent; Atlas Powder Co.; US2280975; (1941);,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371038&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,nickel; acetic acid,,,Patent; Atlas Powder Co.; US2280975; (1941);,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371038&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,calcium hydroxide; nickel,,,"Article; Yamamoto; The journal of the Society of Chemical Industry, Japan. Supplemental binding.; vol. 46; (1943); p. 190;; ; Patent; I.G.Farbenind.; FR694424; Fortschr. Teerfarbenfabr. Verw. Industriezweige; vol. 20; p. 248;; ; Patent; I.G.Farbenind.; US1990245;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371046;1371047;1371049&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,barium dihydroxide; nickel,,,"Article; Yamamoto; The journal of the Society of Chemical Industry, Japan. Supplemental binding.; vol. 46; (1943); p. 190;; ; Patent; I.G.Farbenind.; FR694424; Fortschr. Teerfarbenfabr. Verw. Industriezweige; vol. 20; p. 248;; ; Patent; I.G.Farbenind.; US1990245;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371046;1371047;1371049&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,nickel kieselguhr; calcium acetate,,,Patent; Atlas Powder Co.; US2292293; (1939);,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371045&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,with platinum activated Raney nickel,,,"Article; Delepine; Horeau; Bulletin de la Societe Chimique de France; vol. &lt;5&gt; 4; (1937); p. 31,41;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1563356&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,sodium hydroxide; with platinum activated Raney nickel,,,"Article; Delepine; Horeau; Bulletin de la Societe Chimique de France; vol. &lt;5&gt; 4; (1937); p. 31,41;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1563356&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation.Reagens 4:Kieselgur,,,,,,,,,,,,,cobalt; iron; nickel,,,"Article; Yoshikawa; Scientific Papers of the Institute of Physical and Chemical Research (Japan); vol. 25; (1934); p. 250,256; Chemisches Zentralblatt; vol. 106; I; (1935); p. 902,2342;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371024&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,sodium amalgam,,,Article; Davis; Slater; Smith; Biochemical Journal; vol. 20; (1926); p. 1165;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1321193&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,,,,,,,,,,,,,,calcium,,,Article; Davis; Slater; Smith; Biochemical Journal; vol. 20; (1926); p. 1165;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1321193&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Durch elektrolytische Reduktion an einer Quecksilber-Kathode,,,,,,,,,,,,,sodium sulfate,,,Patent; Atlas Powder Co.; US1712951;; ; Patent; Atlas Powder Co.; US1612361;; ; Patent; Atlas Powder Co.; US1712952;,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1321174;1321175;1321176&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
204466,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=204466&database=RX&origin=ReaxysOutput&ln=,(100 of 307),19,76,full reaction; has preparation,glucose,D-sorbitol,328494,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O>>[H][C@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,Preparation,,,,1,,,,,,,,,Hydrogenation,,,,,,,,,,,,,boric acid; nickel,,,Patent; Atlas Powder Co.; US2280975; (1941);,https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=1371038&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=
